price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
598 750 zł;Cena za m²: 12500 zł/m²;47,90;2;7;Wtórny;;Blok;"OPIS
Witam,

Oferuję na sprzedaż dwupokojowe mieszkanie o powierzchni 47,9 m², położone na 7. piętrze w dobrze utrzymanym, ocieplonym bloku z lat 90 przy ul. Warszawskiej. Budynek z zadbaną klatką schodową, windą oraz dużą ilością zieleni wokół. Sąsiednie bloki oddalone – nie ma poczucia ciasnej zabudowy.

Doskonały układ pomieszczeń:

- Dwa niezależne pokoje – ustawne i dobrze doświetlone
- Kuchnia z oknem – oddzielna, funkcjonalna przestrzeń
- Oddzielna łazienka i WC
- Przestronny balkon
- Dwustronna ekspozycja okien – salon na zachód, kuchnia i sypialnia na wschód
- Dodatkowo piwnica w cenie – miejsce na rowery, sprzęt sezonowy i więcej

Lokal do generalnego remontu.
Mieszkanie opróżnione, gotowe do własnej aranżacji – możesz urządzić je według własnego gustu i stylu.

Pełna infrastruktura na wyciągnięcie ręki:
- Park Hassa i tereny zielone – doskonałe miejsce na spacery i rekreację
- Basen, place zabaw Hasanka, szkoła podstawowa nr 11 – wszystko w pobliżu
- Bazar przy ulicy Gierdziejewskiego, sklepy, banki, Factory Ursus – wygodne zakupy blisko domu

Szybki dojazd do centrum i innych dzielnic:
- Stacja PKP - 15 min pieszo, przystanek autobusowy Śmigielska 3 min (autobusy 517,401 itp) – szybka komunikacja z całą Warszawą

Dostępne od zaraz.
Mieszkanie posiada uregulowany stan prawny(spółdzielcze własnościowe prawo do lokalu) – założona księga wieczysta, brak obciążeń.

Sprzedaż bezpośrednia. Pośrednikom dziękuję.";Ursus;2025-03-09;https://www.olx.pl/d/oferta/przestronne-i-jasne-mieszkanie-w-zielonej-okolicy-ursus-CID3-ID14P65p.html
699 000 zł;Cena za m²: 16255.81 zł/m²;43;2;2;Wtórny;;Blok;"OPIS
Na sprzedaż bardzo przyjemne mieszkanie na warszawskim Ursynowie, przy ulicy Na Uboczu

- 43 mkw
- dwa pokoje i oddzielna kuchnia
- 2 piętro
- ekspozycja północ południe bardzo ładny widok z okien
- bardzo jasne
- czyste i schludne
- możliwość przeniesienia kuchni do salonu
- piwnica i duży balkon
- spółdzielcze prawo własnościowe z możliwością założenia Księgi wieczystej
- od zaraz";Praga-Północ;;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-ursynow-CID3-ID14IB5D.html
1 375 000 zł;Cena za m²: 11054.83 zł/m²;124,38;4;Parter;Pierwotny;;Apartamentowiec;"OPIS
Mieszkanie w nowej inwestycji RUCZAJ PARK - Warszawa, Wilanów

Mieszkanie o łącznej powierzchni 124,38m2 składa się z:
- hollu (18,84m2)
- kuchni (8,60m2)
- jadalni (11,71m2)
- salonu (36,10m2)
- wc (2,88m2)
- 2 łazienek (5,19m2 oraz 5,99m2)
- 2 pokoi (13,97m2 oraz 18,54m2).

.

Lokal znajduje się na I piętrze kameralnego budynku położonego na widokowej działce otoczonej zielenią.
.

W inwestycji przewidziano:
- miejsca postojowe naziemne,
- miejsca postojowe podziemne.

Udogodnienia:
-własny akwen wodny,
-ochrona całodobowa,
- plac zabaw, monitoring,
- teren ogrodzony,
- internet,
- korty tenisowe,
- tv kablowa,
- własna kotłownia,
- siłownia plenerowa.

Przyroda: w okolicy inwestycji znajduje się park, jezioro.

Komunikacja:
Główna arteria – Wisłostrada, ulice o dużym znaczeniu lokalnym: ul. Jana III Sobieskiego i Al. Wilanowska oraz liczne połączenia autobusowe, umożliwiają dogodny dojazd z Wilanowa do centrum, a także do Konstancina i Piaseczna. W odległości 700 metrów od inwestycji Ruczaj Park znajduje się najbliższy punkt komunikacyjny: RUCZAJ 01.

Edukacja:
W najbliższej okolicy inwestycji Ruczaj Park znajdują się 3 placówki edukacyjne. Najbliżej położone to: Szkoła Podstawowa Nr 169 w odległości 1 250 m, Gimnazjum nr 116 im. Husarii Rzeczypospolitej w odległości 1 250 m, Przedszkole nr 416 w odległości 1 950 m.

Sport:
W najbliższej okolicy inwestycji znajduje się: Boisko Piłkarskie w odległości 1 350 m.

Oferta bezpośrednia. Inwestycja oddana do użytkowania

Zadzwoń!
Dział sprzedaży:
+48**********00
+48**********35
www.ruczaj-park.pl";Wilanów;;https://www.olx.pl/d/oferta/apartament-124-38m2-warszawa-wilanow-CID3-IDAoeAL.html
900 000 zł do negocjacji;Cena za m²: 18750 zł/m²;48;3;2;Wtórny;;Blok;"OPIS
Dzień dobry ,
Mam na sprzedaż swoje mieszkanie 3 pokoje 47m usytuowane na pięknym zielonym osiedlu w Warszawie na Żoliborzu przy Ul.Izabelli.
Rozkład mieszkania jest dwustronny ,wsch-poł.zachód.
Oddzielnie widna kuchnia ,wc, łazienka .balkon z pokoju dziennego
Mieszkanie w bloku z lat 70. Piętro 2 z 4 (bez windy)
Okna PCV, piony wszystko wymienione - PCV,w mieszkaniu znajduje się gaz.
Wysokość pomieszczeń 2.50cm
Na parterze znajduje się dla mieszkańców zamykana wózkownia .
Duża piwnica 6m2
Z tyłu za blokiem parking ogólnodostępny,dodatkowo pilot do parkingu dla mieszkańców, z czasem istnieje możliwość zakupu miejsca parkingowego w abonamencie do lokalu.
Spółdzielcze prawo własnościowe do lokalu bez kw, z możliwością założenia kw przez przyszłego właściciela przy akcie notarialnym ,dodatkowo w przyszłości istnieje możliwość wyodrębnienia własności ,spółdzielnia ma grunty uregulowane.

Mieszkanie znajduje się w bardzo dobrym punkcie komunikacyjnym ,do metra włościańska spacerem 15 minut, do metra pl Wilsona 5 min autobusem.
Bardzo blisko przystanki tramwajowe i autobusowe zaledwie 5 minut spacerem przez osiedle.
Bardzo dobry dojazd do centrum.
Blisko galeria Żoliborz, sklepy spożywcze ,apteka,fryzjer ,kosmetyczka,restauracje.Nieopodal znajduje się przedszkole ,dwie szkoły podstawowe i liceum.
Dojazd do CH Westfield Arkadia zajmuje nam 5 minut autem. 3 przystanki tramwajem.

Mieszkanie jest do remontu ,nie musimy ograniczać się do tego co już jest ,wiadomo że kupujemy dla siebie aby cieszyć się z mieszkania i od razu aranżujemy je do swoich potrzeb i według swojego gustu.
Lokal stoi pusty.
Czynsz miesięczny z zaliczkami i opłatą za śmieci wynosi około 700 zł
Sąsiedzi są bardzo mili ,eleganccy i spokojni.
Dodatkowo zdjęcie poglądowe mieszkania-wizualizacja pomieszczeń.
Sprzedaję Bezpośrednio prywatnie swoje mieszkanie ,nie współpracuję z agencjami i pośrednikami.
Tel 88*******40";Żoliborz;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-warszawa-zoliborz-bezposrednio-CID3-ID14VEjw.html
649 999 zł;Cena za m²: 11092.13 zł/m²;58,60;3;6;Wtórny;;Blok;"OPIS
CENA 649 999 zł
Sprzedaż bezpośrednio od właściciela.

Opis mieszkania:
• metraż w przybliżeniu 58,60 m2
• 3 pokoje, kuchnia z salonem, łazienka z wc, hall, loggia
• piętro 6 z 7
• pełna własność
• zimna i ciepła woda z sieci miejskiej
• balkon
• czynsz 550 zł

Lokalizacja - Warszawa ul. Aluzyjna 21E
Cicha i spokojna okolica. W bliskiej odległości znajdują się: sklepy, szkoła, przedszkole, plac zabaw, przychodnia, apteka itp.
- Warszawa Centralna 20 km

Zapraszam do kontaktu!

Przedstawiony opis nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego, lecz ma charakter informacyjny i może ulec zmianie.";Białołęka;2025-03-09;https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-aluzyjna-bialoleka-CID3-ID136uVT.html
1 200 000 zł do negocjacji;Cena za m²: 20338.98 zł/m²;59;3;1;Wtórny;;Kamienica;"OPIS
Warszawa -Śródmieście , ul. Wilcza blisko ul. Mokotowskiej i Placu Trzech Krzyży .

Mieszkanie 3-pokojowe o powierzchni ok. 60 m2 składające się z 3 niezależnych pokoi , oddzielnej widnej kuchni , łazienki , osobnej toalety oraz przedpokoju z szafami w zabudowie .
Do mieszkania przynależy ładna , sucha piwnica .

Lokal mieszkalny usytuowany jest w budynku z 1960 roku na 1 piętrze w 5 piętrowym budynku z cegły
z windą .
Wszystkie media są miejskie .

Na piętrze są 3 mieszkania , klatka schodowa obecnie jest w trakcie remontu.
Budynek jest bardzo dobrze administrowany , miłe sąsiedztwo .

Ekspozycja południowa : pokój dzienny z dużymi oknami i widokiem na piękne zabytkowe odrestaurowane kamienice w odległości nie zakłócającej intymności .

Ekspozycja północna : kuchnia oraz 2 sypialnie z widokiem na ciche zielone podwórko .
Mieszkanie jest dobrze doświetlone .

Układ mieszkania bardzo funkcjonalny i pozostawiający możliwość własnej aranżacji .
Pokoje bardzo ustawne , praktycznie kwadratowe .

Mieszkanie jest zadbane , aczkolwiek wymaga remontu.
Parkiet dębowy na podłogach w całym mieszkaniu .

Mieszkanie jest także bardzo dobrą inwestycją na cele wynajmu .

Położenie budynku w zabytkowym centrum Warszawy a jednocześnie kameralne i ciche.
W zasięgu spaceru Łazienki Królewskie i inne parki .

W pobliżu pełna infrastruktura , sklepy , szkoły , restauracje , teatry , przychodnie .

Komunikacja - autobusy z Pl. Trzech Krzyży we wszystkie kierunki miasta .
Metro Centrum , tramwaje kilka minut spacerem.

Lokal stanowi odrębną własność z Księgą Wieczystą bez obciążeń . Możliwość zakupu na kredyt .
Cenna 1.200.000 PLN

Serdecznie zapraszam do obejrzenia
Barbara - Biuro Nieruchomości Aneks
tel : +48**********01";Śródmieście;2025-03-07;https://www.olx.pl/d/oferta/srodmiescie-wilcza-blisko-mokotowskiej-rozkladowe-60-m2-ciche-winda-CID3-IDP0zqm.html
509 900 zł;Cena za m²: 18210.71 zł/m²;28;2;1;Wtórny;;Kamienica;"OPIS
Na sprzedaż własnościowe mieszkanie (księga wieczysta – bez obciążeń) w odnowionej kamienicy przy ul. Komitetu Obrony Robotników 54. Mieszkanie świeżo po remoncie, zlokalizowane na Okęciu, w pobliżu lotniska, idealne zarówno pod najem długoterminowy, krótkoterminowy, jak i na użytek własny.

Mieszkanie znajduje się na 1 piętrze, składa się z:
- funkcjonalnego aneksu kuchennego,
- przestronnej łazienki
-wydzielonej sypialni

Wnętrze urządzone w nowoczesnym stylu z subtelnymi elementami glamour, które nadają mu elegancki i przytulny charakter. Starannie dobrane materiały oraz dbałość o detale sprawiają, że mieszkanie jest wyjątkowe i funkcjonalne. Lokalizacja w pobliżu lotniska to doskonała opcja dla osób podróżujących służbowo. Mieszkanie jest gotowe do zamieszkania – to świetna inwestycja w dynamicznie rozwijającej się okolicy.

Do mieszkania przynależne miejsce postojowe obowiązkowo płatne 20 000 zł.

7-8-2-7-1-5-6-3-0

Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.

Zgodnie z przepisami Ustawy z dnia 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz.U. z 1994r. Nr 24, poz. 83, z późn. zm.). Kopiowanie treści oraz fotografii i planów bez pisemnej zgody autora stanowi naruszenie majątkowych praw autorskich oraz podstawę odpowiedzialności karnej przewidzianej przepisami art. 116 § 1-4 ww. ustawy.";Włochy;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-po-remoncie-na-okeciu-CID3-ID153ehv.html
803 400 zł do negocjacji;Cena za m²: 15991.24 zł/m²;50,24;2;5;Wtórny;;Kamienica;"OPIS
Mieszkanie dwupokojowe w kamienicy na Starej Ochocie przy ul. Radomskiej 8, w niedalekim sąsiedztwie ulicy Grójeckiej. Okolica cicha i zielona. Bardzo dobra komunikacja z Centrum i z lotniskiem.
Mieszkanie ciche i słoneczne, usytuowane na 4 piętrze pięciopiętrowego budynku. Wszystkie okna w mieszkaniu usytuowane są od strony ulicy Radomskiej.
Powierzchnia mieszkania to 50,24 m2, w tym dwa pokoje o powierzchni odpowiednio 15 m2 i 14 m2. Kuchnia oddzielna o powierzchni ok 11 m2. Wysokość mieszkania to ok 3,1 m.
Stan techniczny mieszkania – do remontu.
W załączaniu rzut mieszkania oraz przykładowa koncepcja układu funkcjonalnego mieszkania i przykładowe wizualizacje stanu docelowego po remoncie.
W części wspólnej budynku wymienione zostały wszystkie instalacje. W 2023 roku została również wymieniona winda. Wspólnota Mieszkaniowa zebrała już pieniądze i bieżącym roku zostanie wykonany remont klatki schodowej.";Ochota;2025-03-21;https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-50-24-m2-stara-ochota-do-remontu-CID3-ID14IYw4.html
1 249 000 zł do negocjacji;Cena za m²: 18641.79 zł/m²;67;4;10;Wtórny;;Blok;"OPIS
SPRZEDAJE WAŚCICIEL
Mieszkanie położne dwustronnie wschód i zachód. Salon na wschód, od ul. Puławskiej trzy pokoje i kuchnia na zachód od cichego zielonego podwórza.
- 4 pokoje, oddzielna kuchnia, łazienka,wc, balkon typu loga.
-67m2
Pulawska w okolicy ul.Niedzwiedzieĵ.
-pod budynkiem przystanek tramwajowy i autobusowy, jeden przystanek do metra Wilanowska lub 2 przystanki do metro Służewiec.
- Mieszkanie po remoncie, gotowe do zamieszkania od zaraz. Wszystkie sprzety AGD nowe nie używane na gwarancji zmywarka, lodówka, kuchenka, piekarnik, pralka, meble w kuchni ikea nowe z gwarancją
ŚWIETNA INWESTYCJA, Mieszkanie ma duży potencjał. Nadaje się dla rodziny i pod wynajem, ale też na biuro, kancelarię, balkon od ul. Pulawskiej o dużej powierzchni reklamowej.
- W okolicy 4 uczelnie Łazarski,UW, Vistula, WSZ Polish open University Domaniewska.
Galeria Mokotów, Biedronka. Centrum Handlowe Land.
Grunt pod budynkiem jest własnoscią nie płaci sie za użytkowanie.
Czynsz 800 zł.
Agencje Nieruchomości zapraszam do współpracy.

Tel 79*****99";Mokotów;2025-03-16;https://www.olx.pl/d/oferta/mokotow-4-pokoje-na-linii-metra-CID3-ID14VskQ.html
899 000 zł do negocjacji;Cena za m²: 19977.78 zł/m²;45;2;6;Wtórny;;Blok;"OPIS
ATUTY:
Rozkładowe mieszkanie:
- jednostronne z oknami od południowo – wschodniej strony – salon z balkonem – widok na sąsiednie patio, kuchnia, sypialnia,
- cena mieszkania obejmuje umeblowanie wraz ze sprzętem AGD,
- możliwość parkowania w garażu podziemnym (dodatkowo płatny),
- do mieszkania przynależy komórka lokatorska (dodatkowo płatna),
- mieszkanie wykończone w wysokim standardzie, w pełni umeblowane, do zamieszkania.

LOKALIZACJA:
Mieszkanie znajduje się na szóstym piętrze z widokiem na południowo – wschodnią stronę
i otwartą przestrzenią na patio i panoramę Warszawy.
Miejsce doskonale skomunikowane – liczne linie autobusowe, tramwajowe oraz niedaleki dojazd do Metra Ratusz - 2 przystanki komunikacją miejską,
W pobliżu: centrum handlowe Galeria Bemowo, lotnisko Bemowo, sklepy, fitness club, liczne miejsca spacerowe, zielone otoczenie.
Usytuowane w cichej i spokojnej okolicy, teren osiedla monitorowany i objęty stałą ochroną.
Okna sypialni wychodzą na patio.

GŁÓWNE DANE:
Hol
Salon 16m2 – w pełni wyposażony - kanapa, stolik kawowy, komoda pod telewizor, telewizor, regał na książki, z przyległym zachodnim balkonem.
Kuchnia w aneksie 6 m2 - lodówka, płyta grzewcza indukcyjna, piekarnik indukcyjny, zmywarka, okap, liczne szafki.
Sypialnia 11m2 – w pełni umeblowana z dużym łóżkiem, pojemną szafą ubraniową.
Łazienka 6m2 - prysznic, umywalka, wc, szafka, pralka, grzejnik drabinkowy.
Przedpokój 6m2 – umeblowany – z pralką w zabudowie.
Balkon – 6,4 m2

INNE:
Opłaty administracyjne: czynsz – ok. 1100 zł/miesiąc.

JEŻELI POSIADAJĄ PAŃSTWO DODATKOWE PYTANIA, CHĘTNIE NA NIE ODPOWIEMY I PRZEPROWADZIMY PREZENTACJĘ PO UZGODNIENIU DOGODNEGO TERMINU

Serdecznie polecam!

Grzegorz Sikorski
Biuro Nieruchomości
RE/MAX BEST
+48**********50";Bemowo;2025-03-10;https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-bemowo-ul-hery-CID3-ID14Q4YY.html
499 000 zł;Cena za m²: 20791.67 zł/m²;24;1;8;Wtórny;;Blok;"OPIS
Bezpośrednio od właściciela przytulna kawalerka 24 m2 na 8 p. w 10 p. budynku mieszkalnym,
z niewielkim balkonem, z cudownym widokiem na las i panoramę miasta w tle. Świetna lokalizacja, przy samym metrze Wawrzyszew (ok. 100m od wejścia). Okolica spokojna, dużo zieleni, obok Las Bielański i Lasek Lindego, sklepy, blisko CH Młociny, targ Wolumen, szkoły, przychodnie zdrowia, basen, fitness, świetny węzeł komunikacyjny, idealne połączenie do/z centrum miasta (metro M1, autobusy, tramwaje). Mieszkanie w bardzo dobrym stanie, media miejskie, okna pcv, domofon. Mieszkanie całkowicie umeblowane i wyposażone. Świetna inwestycja pod wynajem, do wprowadzenia od zaraz. Budynek czysty, do dyspozycji 2 windy, altanka śmietnikowa poza budynkiem. Niewielkie miesięczne koszty utrzymania. Możliwość parkowania samochodu w uliczce obok, strefa bezpłatnego parkowania. Forma własności mieszkania to pełna własność. Mieszkanie posiada certyfikat energetyczny.
Kontakt do właściciela.
Agencjom nieruchomości dziękujemy.";Bielany;2025-03-17;https://www.olx.pl/d/oferta/atrakcyjna-kawalerka-bielany-metro-wawrzyszew-cudny-widok-na-las-CID3-ID14NND6.html
759 500 zł do negocjacji;Cena za m²: 15500 zł/m²;49;3;3;Wtórny;;Blok;"OPIS
Przyszedł czas sprzedać nasze mieszkanko, gdyż zamarzył nam się dom pod Warszawą.
W związku z tym szukamy zainteresowanych zamieszkaniem w klimatycznym mieszkaniu, fajnymi sąsiadami i super lokalizacji :)

Mieszkanie zlokalizowane jest przy i składa się z trzech niezależnych pokoi, osobnej kuchni z oknem i łazienki.
Mieszkanie zlokalizowane jest na 3 piętrze z 6, rozkład pokoi na obie strony.
Blok wybudowany w 1962 r., pełna własność nieruchomości. Mieszkanie posiada księgę wieczystą, możliwość kredytowania.
Windy i klatki schodowe zostały odnowione w zeszłym roku.
Do mieszkania przynależy piwnica.
Na parterze w bloku znajdują się lokale usługowe oraz sklepy.
Mieszkańcy parkują pod blokiem z kartą mieszkańca.

Mieszkanie znajduje się w świetnej lokalizacji, tuż przy Parku Szymańskiego, a w bliskiej okolicy znajdują się jeszcze inne, piękne parki (Moczydło, Powstańców Warszawy, Sowińskiego). Przy osiedlu jest wiele dostępnych połączeń komunikacyjnych (PKP, autobusy, tramwaje, metro) przystanek PKP Wola Wolska. Do metro Płocka są 2 przystanki lub spacerkiem 5 minut.

Cena 759 500,00 PLN
Zapraszamy do kontaktu!
Agencjom dziękujemy!";Wola;2025-03-22;https://www.olx.pl/d/oferta/sprzedam-funkcjonalne-mieszkanie-3-pokojowe-CID3-ID1530qC.html
700 000 zł;Cena za m²: 13120.9 zł/m²;53,35;3;Parter;Wtórny;;Apartamentowiec;"OPIS
Na sprzedaż mieszkanie 53,35 m2 z balkonem 12,86 m2 w Warszawa - Wesoła ulica Mazowiecka 18.

Przestronne, słoneczne 3 pokojowe mieszkanie, znajduje się na nowym, ogrodzonym osiedlu wybudowanym w 2022 roku. Usytułowane na wysokim parterze w 3 piętrowym budynku z windą. Bydunek przystosowany jest dla osób niepełnosprawnych.

Mieszkanie w dobrym stanie, urządzone, gotowe do zamieszkania.

Jest możliwość wynajęcia lub dokupienia miejsca parkingowego w garażu podziemnym, przy budynku znajduje się bezpłatny parking.

Dzielnica Wesoła jest bardzo przyjaznym miejscem do życia, dającym poczucie wytchnienia od wielkomiejskiego zgiełku, a jednocześnie zapewniającym łatwy dostęp do niezbędnej infrastruktury: sklepy, szkoła, przedszkole, plac zabaw, restauracje, fitness, bazarek, park, las.

Czas dojazdu komunikacją do centrum to około 35 minut.

Doskonałe położenie dla zmotoryzowanych: południowa obwodnica Warszawy (węzeł S2/S17), blisko przystanek autobusowy.

Nie jestem zainteresowany kontaktem telefonicznym ze strony biur sprzedaży nieruchomości, z tego powodu proszę o kontakt drogą eletroniczną. Z osobami chętnymi do zakupu skontaktuje się osobiście w celu umówienia oprowadzenia po mieszkaniu.";Wesoła;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-53m2-wesola-CID3-ID14glrF.html
