price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
1 099 000 zł;Cena za m²: 18948.28 zł/m²;58;3;5;Wtórny;Tak;Blok;"OPIS
***English below***

Mieszkanie trzypokojowe po gruntownym remoncie w pełni wyposażone w nowe meble i AGD. Gotowe do wprowadzenia, jeszcze nikt w nim nie mieszkał, wszystko jest zupełnie nowe i świeże.

Wyodrębniono podział na strefę: dzienną z aneksem kuchennym, sypialnię z szafami, pokój dla dziecka lub na gabinet i łazienkę.

Doskonała lokalizacja: w zasięgu spaceru znajduje się Metro Rondo ONZ M2 oraz Metro Ratusz-Arsenał M1, tramwaje oraz autobusy, a także Dworzec Centralny i Złote Tarasy. Szybki dojazd do centrum biznesowego na Grzybowskiej i Alei Jana Pawła

Budynek z ochroną, bardzo dobrze utrzymany w spokojnej okolicy. Wokół budynku cisza i zieleń.

Idealne dla rodziny z dzieckiem lub pary i osób pracujących zdalnie, szukających mieszkania, w którym znajdzie się dodatkowe miejsce na gabinet. Ciche i jasne, z pięknym widokiem na Warszawę.

Sprzedaż bezpośrednia - oszczędność na prowizji!

MOŻNA KREDYTOWAĆ

Powierzchnia: 58 m2
Czynsz: ok. 1000
Cena: 1 099 000
Osobno wyposażenie: 30 000 zł (AGD, meble)

ZALETY:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Po generalnym remoncie
Idealne dla pary z dzieckiem

MIESZKANIE
Nowe i komfortowe po gruntownym remoncie
Jasne, dwustronne, z pięknym widokiem na Warszawę
Nowe instalacje elektryczne, wod-kan, wymienione okna

LOKALIZACJA: ul. Ogrodowa
3 min autem do Złotych Tarasów
5 min tram do Dw. Centralnego
6 min autem do Fabryki Norblina
9 min spacerem do stacji Metro ONZ M2 i Ratusz-Arsenał M1
10 min komunikacją do Uniwersytetu Warszawskiego

BUDYNEK
Ochrona
Wymienione piony
Bardzo zadbany budynek

Zadzwoń i zobacz mieszkanie na żywo :)

Z góry bardzo dziękuję za nie wysyłanie SMSów ani wiadomości w portalu przy pierwszym kontakcie – bardzo proszę dzwonić. Dziękuję :)

*Pośredników zapraszam wyłącznie z zainteresowanym klientem.

Nie zgadzam się na powielanie tego ogłoszenia, kopiowanie treści i wykorzystywanie zdjęć w jakikolwiek sposób. Stanowią one własność intelektualną ogłoszeniodawcy. Nauczony doświadczeniem wszelkie naruszenia podaję niezwłocznie do sądu.

ENGLISH
Three-room apartment after full renovation, fully equipped with brand new furniture and appliances. Ready to move in, no one has lived in it yet – everything is brand new and fresh.

The space is divided into: a living area with a kitchen, a bedroom with wardrobes, a room for a child or home office, and a bathroom.

Excellent location: within walking distance to Metro Rondo ONZ (M2) and Metro Ratusz-Arsenał (M1), trams and buses, as well as Central Station and Złote Tarasy shopping mall. Quick access to the business center on Grzybowska Street and Jana Pawła Avenue.

The building has security and is very well maintained, located in a quiet and green area.

Perfect for a family with a child, a couple, or people working remotely who need an extra room for a home office. Quiet and bright, with a beautiful view of Warsaw.

Direct sale – no agent commission!

MORTGAGE POSSIBLE

Size: 58 m²
Maintenance fee: approx. 1000 PLN
Price: 1,099,000 PLN
Furnishings (appliances, furniture): +30,000 PLN

ADVANTAGES:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Fully renovated
Perfect for a couple with a child

APARTMENT
New and comfortable after full renovation
Bright, two-sided, with a beautiful view of Warsaw
New electric and plumbing systems, new windows

LOCATION: ul. Ogrodowa
3 min by car to Złote Tarasy
5 min by tram to Central Station
6 min by car to Norblin Factory
9 min walk to Metro ONZ (M2) and Ratusz-Arsenał (M1)
10 min by public transport to University of Warsaw

BUILDING
Security
New plumbing risers
Very well maintained building

Call and come see the apartment in person :)

Please kindly do not send SMS or portal messages as first contact – please call. Thank you :)";Śródmieście;2025-03-29;https://www.olx.pl/oferta/metro-onz-m2-ratusz-m1-po-remoncie-ogrodowa-english-CID3-ID157Kns.html
1 300 000 zł;Cena za m²: 22413.79 zł/m²;58;2;5;Wtórny;Tak;Blok;"OPIS
Piękne mieszkanie dwupokojowe 58m/kw ,duża widna kuchnia z oknem,winda,łazienka z kabiną prysznicową,mieszkanie idealne na inwestycję,centrum Warszawy przy pl.Zbawiciela do metra 50m Politechnika,wkoło mnóstwo kawiarenek,sklepy,mieszkanie wolne od zaraz więcej informacji pod tel 66*****16";Śródmieście;2025-03-28;https://www.olx.pl/oferta/sprzedam-mieszkanie-pl-zbawiciela-58m-kw-dwupokojowe-CID3-ID14Ihtx.html
1 520 000 zł do negocjacji;Cena za m²: 19000 zł/m²;80;4;4;Wtórny;Tak;Blok;"OPIS
Przestronny 4-pokojowy apartament (81,65m2) z 2 balkonami, 2 łazienkami, garderobą, 2 miejscami postojowymi i komórką lokatorską | Włochy/Ochota | ul. Równoległa 7.

Do apartamentu przynależą dwa szerokie, rodzinne miejsca postojowe w garażu podziemnym oraz murowana komórka lokatorska (4,5m2) na I piętrze (płatne dodatkowo).

Oferta bezpośrednia – pośrednikom zdecydowanie dziękuję!

Na sprzedaż 4-pokojowy apartament o funkcjonalnym układzie, położony na 4. piętrze budynku przy ul. Równoległej 7, na granicy dzielnic Włochy i Ochota. Apartament zamieszkany od połowy 2020 roku. Elastyczny termin wprowadzenia. Deska trójwarstwowa na podłodze.

Rozkład pomieszczeń

Salon z aneksem kuchennym
Przestronna, dobrze doświetlona część dzienna, połączona z aneksem kuchennym i jadalnią. Zabudowa kuchenna wykonana na wymiar, wyposażona w sprzęt AGD: piekarnik, płytę indukcyjną, lodówko-zamrażarkę oraz zmywarkę Electrolux.

Sypialnie

Sypialnia główna –Sypialnia połączona jest z garderobą.
Pokój dziecięcy
Gabinet – duże biurko zapewniające komfort pracy zdalnej, może zostać łatwo przekształcony w drugi pokój dziecięcy.
Łazienki

Łazienka nr 1 – wyposażona w wannę, umywalkę, WC oraz szafę z przesuwanymi drzwiami, w której znajduje się m.in. pralko-suszarka, oraz miejsce do przechowywania.
Łazienka nr 2 – z prysznicem, umywalką i WC.
Balkony

Balkon o powierzchni 8 m² – zadaszony, zagospodarowany roślinnością.
Balkon o powierzchni 4 m² – również zadaszony, idealny do odpoczynku.
Dodatkowe informacje

Dwa rodzinne miejsca postojowe w garażu podziemnym (płatne dodatkowo) – 60 000 PLN.
Murowana komórka lokatorska na I piętrze (płatna dodatkowo) – wygodne miejsce do przechowywania rowerów, sprzętu sportowego czy rzeczy sezonowych. – 20 000 PLN.
Czynsz – ok. 850 PLN/miesięcznie

Lokalizacja i komunikacja

Apartament położony jest w dobrze skomunikowanej części Warszawy, w pobliżu stacji:

- PKP Aleje Jerozolimskie (ok. 8 minut pieszo), skąd pociągi PKP kursują regularnie do centrum, na lotnisko, Mokotów i innych dzielnic.

-WKD Aleje Jerozolimskie – połączenie z Centrum Warszawy i w kierunku Grodziska Mazowieckiego

Liczne linie autobusowe:

Z przystanku PKP WKD Aleje Jerozolimskie odjeżdżają następujące linie autobusowe:

Autobusowe Linie dzienne:

127 – kursuje na trasie Ursus-Ratusz – Browarna.
178 – łączy Skorosze z Konwiktorską.
187 – obsługuje trasę Chełmska – Ursus-Niedźwiadek.
191 – kursuje między Regulską a Szpitalem Banacha.
208 – łączy Szczęśliwice z PKP WKD Aleje Jerozolimskie.
228 – trasa obejmuje Sasanki – Ursus-Ratusz.
517 – kursuje na trasie Ursus-Niedźwiadek – Plac Trzech Krzyży.
717 – łączy Piastów Ogińskiego z Dworcem Zachodnim.
817 – obsługuje trasę Dworzec Zachodni – Pruszków Os. Staszica /pętla.
Autobusowe Linie nocne:

N01 – kursuje na trasie Nowodwory – Ursynów Północny.
N35 – łączy Ursus-Niedźwiadek z Centrum.
N85 – obsługuje trasę Centrum – Pruszków Os. Staszica /pętla.

W okolicy znajdują się liczne punkty usługowe, sklepy, apteki, przychodnie oraz centra handlowe Blue City i Reduta.

W zasięgu krótkiego spaceru dostępne są także tereny rekreacyjne, takie jak Park Szczęśliwicki i Stawy Cietrzewia.

Planowane inwestycje w okolicy

Nowy przystanek kolejowy ""Warszawa Instalatorów"" – 200 m
Nowy przystanek WKD ""Warszawa Wschodu Słońca"" – 150 m
Nowa szkoła podstawowa we Włochach – ul. Instalatorów – 50 m
Zapraszam do kontaktu.

Ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego.";Włochy;2025-03-29;https://www.olx.pl/oferta/sprzedam-bezp-82m2-4-pok-2-laz-2-balk-2-m-postojowe-CID3-ID14X1iM.html
559 000 zł;Cena za m²: 20703.7 zł/m²;27;2;1;Wtórny;Tak;Blok;"OPIS
Sprzedaż bezpośrednia - oszczędność na prowizji!

Mieszkanie dwupokojowe przy ul. Romaszewskiego 11 na pierwszym piętrze (wchodzi się jak na parter). Po gruntownym remoncie w pełni wyposażone w nowe meble i AGD. Gotowe do wprowadzenia, jeszcze nikt w nim nie mieszkał, wszystko jest zupełnie nowe i świeże.

Wyodrębniono podział na strefę dzienną z aneksem kuchennym, sypialnię i łazienkę. Zaaranżowano bardzo dużo pojemnych szaf.

Doskonała lokalizacja: w zasięgu spaceru znajduje się Metro M1 Słodowiec oraz tramwaje na Bemowo i Młociny. Szybki dojazd do Centrum, Metro M2 ONZ i Starego Miasta. Bardzo dobry do jazd na uczelnie: AWF, UKSW i Uniwersytet Koźmińskiego.

Bardzo dobrze utrzymany budynek w cichej i spokojnej okolicy. Wokół budynku rozległe tereny zieleni.

Mieszkanie idealne na rozsądną inwestycję na wynajem. Gwarantowany zysk i bezpieczna ochrona Twoich pieniędzy!

Informacje dla pośredników na dole ogłoszenia!

MOŻNA KREDYTOWAĆ!

Metraż mieszkania: 27 m2
Adres: Romaszewskiego 11
Czynsz: ok. 400 zł
Cena: 559 000 zł

ZALETY:
- KW - pełna własność
- Idealne dla studenta
- Metro M1 Słodowiec
- Po generalnym remoncie
- Spokojna, zielona okolica

MIESZKANIE
- Nowe i komfortowe po gruntownym remoncie
- Ma oddzielną sypialnię i dużo pojemnych szaf
- Dostępne dla osób starszych lub z niepełnosprawnością
- Nowe instalacje elektryczne i hydrauliczne, nowe meble i AGD

LOKALIZACJA
- 6 min autem do AWF
- 10 min spacerem do Metro M1 Słodowiec
- 8 min autem do CH Arkadia
- 10 min autem do Koźmińskiego
- 11 min autem do UKSW
- 16 min autem do Metro M2 Rondo ONZ
- 17 min autem do Starego Miasta

BUDYNEK
- Zadbany budynek
- Klatka w bardzo dobrym stanie
- Wyremontowana elewacja z ociepleniem
- Wymienione piony w budynku

Zadzwoń i zobacz mieszkanie na żywo :)

Z góry bardzo dziękuję za nie wysyłanie SMSów ani wiadomości w portalu przy pierwszym
kontakcie – bardzo proszę dzwonić. Dziękuję :)

Pośredników zapraszam wyłącznie z zainteresowanym klientem.

Nie zgadzam się na powielanie tego ogłoszenia, kopiowanie treści i wykorzystywanie zdjęć w jakikolwiek sposób. Stanowią one własność intelektualną ogłoszeniodawcy. Nauczony doświadczeniem wszelkie naruszenia podaję niezwłocznie do sądu.";Bielany;2025-03-29;https://www.olx.pl/oferta/m1-slodowiec-po-remoncie-dla-studenta-awf-uksw-kozmin-wyposazone-2pok-CID3-ID157IOb.html
905 000 zł;Cena za m²: 18854.17 zł/m²;48;2;2;Wtórny;Tak;Blok;"OPIS
Wawer ul. Mielecka, cisza, spokój.
Jeden blok wśród domów jednorodzinnych.

Drugie piętro z windą, balkon

7 min piechotą od PKP Anin, w pobliżu przystanków autobusowych. Zielona spokojna okolica blisko lasu.

Niedaleko sklepy, poczta, szkoła, plac zabaw, przedszkole,

Mieszkanie jest pięknie wykończone, przytulne, zaprojektowane z myślą o funkcjonalności i wygodzie.
składa się z salonu z aneksem kuchennym, holu, sypialni oraz łazienki. Jest w pełni wyposażone z klimatyzacją.
3 szafy wnękowe, zabudowa kuchenna i w łazience pod wymiar. W kuchni zmywarka, lodówka, płyta indukcyjna, mikrofalówka i piekarnik.

W salonie i sypialni podłogi drewniane.
Duża łazienka z wanną, prysznicem i zamontowaną bidettą.

Wymaga lekkiego odświeżenia (pomalowania ścian).

Mieszkanie jest bardzo dobrze docieplone, w okresie grzewczym rzadko jest potrzeb dogrzewania.

Na sprzedaż mieszkanie 2-pokojowe o powierzchni 48 m²
2 piętro w 3-piętrowym bloku z windą z 2016 roku

Mieszkanie w bardzo dobrym stanie, okna plastikowe
Odrębna własność z księgą wieczystą
Wyposażenie: telewizor, internet, klimatyzacja, pralka, lodówka, kuchenka, piekarnik, zmywarka, mikrofalówka
Ogłoszenie bezpośrednio od właściciela
Cena do rozsądnej negocjacji.

Miejsce postojowe w garażu podziemnym, uchwyt na rowery, z regałami zapewniającymi dodatkową powierzchnię do przechowywania w cenie 40tyś.";Wawer;2025-03-28;https://www.olx.pl/oferta/wawer-bezposrednio-2-pokoje-balkon-klimatyzacja-skm-CID3-ID14URpK.html
948 999 zł do negocjacji;Cena za m²: 16649.11 zł/m²;57;2;3;Wtórny;Tak;Apartamentowiec;"OPIS
Ogłoszenie Biura Nieruchomości. Bez prowizji od Kupującego!

Lokalizacja: Warszawa-Mokotów, ul. Cybernetyki 13
Powierzchnia: 57,14 m² + balkon ok 5,5 m²
Liczba pokoi: 2
Cena: 948 999 PLN
Piętro: 3/7
Rok budowy: 2009
Winda: tak
Ekspozycja: wschód
Czynsz: 800 zł

Opis mieszkania: Na sprzedaż przestronne, w pełni wyposażone i nowoczesne 2-pokojowe mieszkanie o powierzchni 57,14 m² + loggia 5,5 m² składające się z przedpokoju, sypialni, aneksu kuchennego wraz z salonem, garderoby, łazienki z WC. Lokal niedawno przeszedł odświeżenie w postaci odmalowania ścian. W całości jest umeblowany i sprzedawany wraz z widocznym na zdjęciach wyposażeniem. Okna wszystkich pomieszczeń wychodzą na na wewnętrzną stronę budynku (nie na ulicę).

Budynek: Wybudowany w 2009r. Inwestycja dewelopera Rogowski Development, który może pochwalić się wieloletnim doświadczeniem w branży. Budynek monitorowany oraz chroniony przez firmę ochroniarską dostępną całą dobę jako portiernia.

Układ mieszkania:
Salon: jasny z dużymi przesuwnymi oknami z wyjściem na loggie/balkon;
Aneks kuchenny: w pełni wyposażony, krzesła i stół barowy, AGD: lodówka, zmywarka, piekarnik, płyta indukcyjna, mikrofalówka;
Sypialnia: przytulna, duże podwójne łóżko wraz z materacami, szafa w zabudowie;
Łazienka: wyposażona zarówno w prysznic, jak i wannę, szafki, pralkę oraz WC;
Garderoba: niezwykle ważne pomieszczenie w każdym mieszkaniu, bardzo sprytnie ukryte za drzwiami z wejściem do pomieszczenia od razu na prawo od drzwi wejściowych mieszkania;
Loggia/balkon: naprawdę duża z ekspozycja jak reszta mieszkania na wschód;
Przedpokój: przestronny z dużą przesuwną szafą w zabudowie na lewo od drzwi wejściowych do mieszkania;
Dodatkowe udogodnienia:

Dostęp do całodobowej ochrony w portierni budynku;
Możliwość wynajmu miejsca postojowego w garażu podziemnym;
Galeria Handlowa Westfield Mokotów 10 min spacerem;
Okolica: Mokotów to jedna z najbardziej rozpoznawalnych stale rozwijających się dzielnic w Warszawie. Łącząca nowoczesność z historycznym dziedzictwem z doskonałym dostępem do komunikacji miejskiej zarówno tramwajowej jak i autobusowej. W pobliżu liczne sklepy, siłownie, puby, kawiarnie, restauracje, Galeria Mokotów spacerem 10 minut od budynku.

Warunki sprzedaży:

Cena: 948 999 zł;
Możliwość zakupu mieszkania współfinansowanego kredytem (umowa przedwstępna Notarialna lub cywilna);

Zapraszamy do kontaktu i obejrzenia mieszkania!";Mokotów;2025-03-17;https://www.olx.pl/oferta/mokotow-przestronne-2-pokoje-z-garderoba-obok-galerii-mokotow-CID3-ID14Xtg2.html
797 000 zł do negocjacji;Cena za m²: 20035.19 zł/m²;39,78;1;1;Pierwotny;Nie;Blok;"OPIS
Na sprzedaż mieszkanie 39,78 m² + balkon 8,53 m²
Lokalizacja: ulica Okrzei
Inwestycja: Na Okrzei
Powierzchnia: 39,78 m² + balkon 8,53 m²
Ilość pokoi – 1 z możliwością wydzielenia osobnego pokoju.
Piętro: 1 z 8
Stan: deweloperski
Forma sprzedaży: cesja umowy deweloperskiej
Czynsz – około 450 PLN

Oddanie: gotowe
Świetna lokalizacja:
Wyjątkowe położenie mieszkania, pozwala na bardzo łatwy i szybki dostęp, zarówno do centrum miasta, innych części Warszawy, Starówki, Stadionu Narodowego jak i na klimatyczne spacery wzdłuż wybrzeża Wisły. Dla aktywnych trasy rowerowe oraz mnóstwo miejsc do uprawiania sportów.
W odległości 400 metrów znajduje się stacja II linii Metra.

Ulica Okrzei w najbliższym czasie zostanie przebudowana i stanie się główną trasą łączącą prawą z lewą częścią Warszawy. Detale można znaleźć w internecie ""Ulica Okrzei w nowej odsłonie""

Atrakcje i usługi w okolicy:
• Inwestycja znajduje się w nowoczesnym i malowniczym Porcie Praskim
• Metro Dworzec Wileński – 400 m
• Park Praski
• Zoo
• Starówka
• Stadion Narodowy
• Bulwary Wiślane do których przechodzimy nowo wybudowaną kładką
• W najbliższej okolicy dostępna jest cała infrastruktura usługowo-handlowa za czele z licznymi restauracjami i barami.
Zapraszam do kontaktu.";Praga-Północ;2025-03-29;https://www.olx.pl/oferta/mieszkanie-na-sprzedaz-39-78-m-balkon-8-53-m-CID3-ID14QWKc.html
830 000 zł do negocjacji;Cena za m²: 15370.37 zł/m²;54;2;2;Wtórny;Tak;Blok;"OPIS
Sprzedam mieszkanie 52,85 m2 w Warszawie dzielnica Kabaty ul. Jana Rosoła na drugim piętrze winda. Do mieszkania przynależna jest piwnica.Mieszkanie znajduje się w bardzo dobrej lokalizacji siedem minut piechotą do metra, przystanek autobusowy obok bloku, blisko sklepy biedronka, lidl, sklep osiedlowy w podwórku, blisko szkoła, przedszkole, niedaleko bardzo ładny park dużo zieleni i ścieżek rowerowych. Mieszkanie umeblowane do zamieszkania z rodziną lub bardzo dobra lokalizacja dla inwestycji.";Ursynów;;https://www.olx.pl/oferta/sprzedam-mieszkanie-kabaty-CID3-ID13hce6.html
849 000 zł;Cena za m²: 19295.45 zł/m²;44;2;3;Wtórny;Tak;Kamienica;"OPIS
Nowoczesne, wyremontowane mieszkanie 43,81 m² – komfort i świetna lokalizacja!
Szukasz mieszkania w sercu Warszawy, w miejscu, gdzie nowoczesność spotyka się z historią,
a wygoda z doskonałą komunikacją? To mieszkanie przy ul. Nowolipie 13/15 to propozycja,
która spełni oczekiwania nawet najbardziej wymagających!
Styl i komfort – gotowe do zamieszkania!
Mieszkanie przeszło gruntowny remont, dzięki czemu pachnie nowością i świeżością. Każdy
detal został starannie przemyślany – nowoczesne meble, które zapewniają funkcjonalność i
estetykę, a także nowy piekarnik i pralka, dzięki którym codzienne obowiązki stają się czystą
przyjemnością. Jasne ściany i przemyślane oświetlenie dodają wnętrzu przestronności, a
praktyczny układ pomieszczeń sprawia, że mieszkanie jest niezwykle ustawne.
Lokalizacja – wszędzie blisko!
To idealne miejsce dla tych, którzy cenią miejskie życie i doskonałą komunikację. W promieniu
kilku minut spacerem znajdziesz:
Restauracje i fast foody – tuż obok znajdują się KFC, McDonald’s oraz inne lokale
gastronomiczne, idealne na szybki lunch lub wieczorne wyjście ze znajomymi.
Placówki edukacyjne – w pobliżu znajdują się przedszkola, szkoły podstawowe oraz licea, co
czyni tę lokalizację świetnym wyborem także dla młodych rodzin.
Rozrywka i kultura – kilka kroków dzieli Cię od Kina Femina, Opery Kameralnej i Teatru
Capitol. W okolicy znajdziesz także modne kawiarnie i kluby, a jeśli lubisz naturę, to Ogród
Krasińskich zapewni Ci zieloną przestrzeń na relaksujące spacery.
Codzienne zakupy – zaledwie kilka minut pieszo znajduje się Biedronka, co pozwala na
wygodne zaopatrzenie się w najpotrzebniejsze produkty bez potrzeby korzystania z samochodu.
Doskonała komunikacja – zaledwie 4 minuty pieszo do przystanku tramwajowego i
autobusowego „Kino Femina”, skąd szybko dotrzesz do każdego zakątka miasta. Pałac Kultury i
Stare Miasto oddalone są tylko 2 km – na piechotę, rowerem lub komunikacją miejską
dostaniesz się tam w kilka minut!
Bezpieczeństwo – okolica jest monitorowana i regularnie patrolowana, dzięki czemu można
czuć się tutaj komfortowo zarówno w ciągu dnia, jak i wieczorem.
Obiekty sportowe: W okolicy dostępne są siłownie, baseny oraz ścieżki rowerowe, co sprzyja
aktywnemu trybowi życia.
Dla kogo?
Dla singla lub pary, którzy cenią komfort, nowoczesny wystrój i świetną lokalizację.
Dla osób pracujących w centrum, które chcą mieć szybki dojazd do biura i cieszyć się
urokami miasta po pracy.
Dla miłośników życia miejskiego, którzy lubią mieć wszystko na wyciągnięcie ręki – od
restauracji i kin po parki i galerie sztuki.
Nie czekaj – taka oferta nie trafia się codziennie! Zadzwoń i umów się na oglądanie – to
mieszkanie czeka właśnie na Ciebie!";Śródmieście;2025-03-29;https://www.olx.pl/oferta/bezposrednio-sprzedam-mieszkanie-srodmiescie-44-m-kw-2-pokoje-CID3-ID13otPI.html
874 696 zł do negocjacji;Cena za m²: 12426.42 zł/m²;70,39;4;Parter;Wtórny;Nie;Apartamentowiec;"OPIS
Sprzedam bezpośrednio atrakcyjne mieszkanie z ogródkiem, tarasem, miejscem parkingowym oraz dużą komórką lokatorską. Kameralne osiedle budynek 1, 2 piętra, bardzo spokojnie.
Mieszkanie z dużym potencjałem adaptacyjnym: biuro, gabinet, dwie niezależne części mieszkalne.

Lokalizacja: ul. Henryka Brodatego 10 / 24A, Ursus-Gołąbki, Warszawa
Powierzchnia mieszkania: 70,39 m², Parter w dwupiętrowym budynku
Liczba pokoi: 3 sypialnie + salon z aneksem,
(duża możliwość adaptacji przestrzeni)
Ogródek: 45,62 m² + taras 10,45 m²
Powierzchnia komórki lokatorskiej: 8,1 m²
Miejsce postojowe w garażu podziemnym

Oferuję na sprzedaż przestronne mieszkanie w spokojnej i zielonej okolicy Ursusa. Mieszkanie składa się z trzech komfortowych pokoi oraz salonu z aneksem kuchennym oraz posiada dwa niezależne wejścia – jedno z nich bezpośrednio z ulicy, co stwarza doskonałe możliwości na prowadzenie działalności gospodarczej, np. gabinetu, biura czy innej formy działalności, drugie z klatki schodowej. Mieszkanie w stanie deweloperskim, do własnej adaptacji i wykończenia.
Lokalizacja i infrastruktura: Doskonała komunikacja z innymi częściami Warszawy (kolej miejska, autobusy). Sąsiedztwo nowych osiedli, dobry dojazd autem (A2/S8, Konotopa). Cicha i spokojna okolica sprzyjająca wypoczynkowi

Cena mieszkanie: 874 696 PLN (12 400 PLN/m2)
Miejsce garażowe: 32 000 PLN, komórka lok. 36 450 PLN
Cena całkowita: 956 601 PLN

Dodatkowe zdjęcia, filmy na dropbox - QR code w sekcji zdjęcia.

Sprzedaż bezpośrednia, agentom dziękuje za oferty współpracy.

Kontakt:Tel: +48**********65";Ursus;2025-02-28;https://www.olx.pl/oferta/mieszkanie-ursus-golabki-z-ogrodkiem-tarasem-garazem-oraz-komorka-CID3-ID12rXSk.html
